Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
4125.0,1.0,918.0,1.0,3.54,118300.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,3.0,118786.0,2.24269844678,743.0,119181.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
4126.0,1.0,103044.0,1.0,1.77,119063.0,1.0,0.0,119062.0,123107.0,1.0,0.0,1.0,1.0,120519.0,2.23958246542,79105.0,124211.0,120518.0,1.0,120516.0,1.0,1.0,1.0,5.0,1.0
4127.0,1.0,34949.0,1.0,1.77,118327.0,1.0,0.0,117961.0,235272.0,1.0,0.0,3.0,1.0,118322.0,5.4757315348199995,4576.0,118391.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4128.0,1.0,80811.0,1.0,1.77,118343.0,2.0,0.0,117961.0,133686.0,1.0,0.0,1.0,2.0,119435.0,1.0,5210.0,119598.0,118424.0,1.0,119433.0,1.0,1.0,1.0,26.0,1.0
4129.0,1.0,30569.0,1.0,14.16,118386.0,1.0,0.0,117961.0,290878.0,1.0,4.0,1.0,3.0,117908.0,-4.58300413323,4565.0,121961.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4130.0,1.0,4674.0,1.0,10.62,118343.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,2.0,117908.0,1.0,3242.0,118514.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4131.0,1.0,79091.0,1.0,1.77,118300.0,1.0,0.0,117961.0,311622.0,1.0,0.0,1.0,1.0,120008.0,1.0,5225.0,118458.0,118424.0,1.0,120006.0,1.0,1.0,1.0,1.0,1.0
4132.0,1.0,78310.0,1.0,90.27,117984.0,1.0,0.0,117983.0,117897.0,1.0,0.0,1.0,1.0,117880.0,1.0,52481.0,117878.0,19721.0,1.0,117879.0,1.0,1.0,1.0,159.0,1.0
4133.0,1.0,41384.0,1.0,5.31,118343.0,1.0,0.0,117961.0,121926.0,1.0,0.0,1.0,2.0,118786.0,1.0,55805.0,118856.0,290919.0,1.0,118784.0,1.0,1.0,1.0,112.0,1.0
4134.0,0.0,25265.0,1.0,1.77,118300.0,1.0,0.0,117961.0,118302.0,1.0,18.0,1.0,1.0,118296.0,0.367653500682,16701.0,118458.0,118295.0,1.0,118293.0,1.0,1.0,1.0,39.0,1.0
4135.0,0.0,16487.0,1.0,40.71,118343.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,1.21763809643,4533.0,118700.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4136.0,1.0,20307.0,1.0,1.77,118300.0,2.0,0.0,117961.0,126363.0,1.0,0.0,1.0,4.0,118261.0,-3.6356744064699997,718.0,119181.0,290919.0,1.0,118259.0,1.0,1.0,1.0,1.0,1.0
4137.0,1.0,14959.0,1.0,5.31,118085.0,1.0,0.0,118084.0,117913.0,1.0,1.0,1.0,6.0,117888.0,0.329896191255,58721.0,117941.0,117887.0,1.0,117885.0,1.0,1.0,2.0,1.0,1.0
4138.0,1.0,16825.0,1.0,1.77,118442.0,1.0,0.0,118441.0,118443.0,1.0,0.0,1.0,1.0,118055.0,0.578265121857,2074.0,118378.0,117887.0,1.0,118054.0,1.0,1.0,1.0,3.0,1.0
4139.0,1.0,4674.0,1.0,3.54,118413.0,1.0,0.0,117961.0,130134.0,1.0,0.0,1.0,5.0,118454.0,-0.151123623838,196.0,121639.0,118453.0,1.0,118451.0,1.0,1.0,1.0,5.0,2.0
4140.0,0.0,7542.0,1.0,1.77,118327.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,1.0,118322.0,2.11921730712,85343.0,118933.0,290919.0,1.0,118321.0,1.0,3.0,1.0,1.0,1.0
4141.0,1.0,13877.0,1.0,1.77,118007.0,1.0,0.0,118006.0,122240.0,1.0,0.0,1.0,1.0,117880.0,1.0,25768.0,118008.0,19721.0,1.0,117879.0,1.0,1.0,1.0,14.0,1.0
4142.0,1.0,17307.0,1.0,1.77,118300.0,1.0,0.0,117961.0,223125.0,1.0,0.0,1.0,1.0,118730.0,0.23160174066599998,4088.0,118458.0,118295.0,1.0,118728.0,1.0,1.0,2.0,1.0,1.0
4143.0,1.0,28148.0,1.0,1.77,118316.0,1.0,0.0,118315.0,253978.0,1.0,0.0,1.0,1.0,118786.0,0.751977638789,70692.0,118202.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
4144.0,1.0,45480.0,1.0,8.85,118343.0,1.0,0.0,117961.0,133686.0,1.0,0.0,1.0,2.0,120499.0,1.78300549287,13814.0,119598.0,118424.0,1.0,120497.0,1.0,1.0,1.0,5.0,1.0
4145.0,1.0,18057.0,1.0,7.08,118052.0,1.0,0.0,117961.0,295036.0,1.0,3.0,1.0,1.0,118705.0,1.0,15516.0,120304.0,118704.0,1.0,118702.0,1.0,1.0,1.0,2.0,1.0
4146.0,0.0,18071.0,1.0,1.77,118257.0,1.0,0.0,118256.0,280788.0,1.0,0.0,1.0,1.0,126685.0,0.0,58702.0,117945.0,292795.0,1.0,126684.0,1.0,1.0,1.0,14.0,1.0
4147.0,1.0,18417.0,1.0,3.54,120343.0,1.0,0.0,120342.0,300136.0,1.0,0.0,1.0,3.0,118425.0,1.0,123011.0,121014.0,118424.0,1.0,118422.0,1.0,1.0,1.0,3.0,1.0
4148.0,1.0,25988.0,1.0,1.77,118300.0,1.0,0.0,117961.0,222039.0,1.0,1.0,1.0,6.0,120346.0,1.06763080936,4928.0,118421.0,118424.0,1.0,120344.0,1.0,1.0,2.0,16.0,1.0
4149.0,1.0,26807.0,1.0,1.77,118327.0,1.0,0.0,117961.0,120953.0,1.0,2.0,1.0,1.0,120954.0,1.0,1080.0,118378.0,118453.0,1.0,120952.0,1.0,1.0,1.0,49.0,1.0
4150.0,1.0,83255.0,1.0,3.54,118300.0,2.0,0.0,117961.0,117906.0,1.0,2.0,1.0,1.0,118322.0,-1.4388729010299999,16973.0,124942.0,290919.0,1.0,118321.0,1.0,1.0,1.0,29.0,1.0
4151.0,1.0,17812.0,1.0,1.77,118225.0,1.0,0.0,117961.0,117906.0,1.0,3.0,1.0,1.0,118322.0,1.6303570597400001,16757.0,122273.0,290919.0,1.0,118321.0,1.0,1.0,1.0,2176.0,1.0
4152.0,1.0,32641.0,1.0,1.77,118170.0,1.0,0.0,118169.0,121508.0,1.0,9.0,1.0,1.0,117948.0,1.0,15371.0,117945.0,292795.0,1.0,117946.0,1.0,1.0,2.0,2.0,1.0
4153.0,1.0,110865.0,1.0,1.77,118327.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,1.0,34611.0,118320.0,290919.0,1.0,118321.0,1.0,1.0,1.0,42.0,1.0
4154.0,1.0,15029.0,1.0,5.31,118225.0,1.0,0.0,117961.0,240983.0,1.0,1.0,1.0,1.0,117908.0,1.57327872085,1146.0,120663.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4155.0,1.0,26925.0,1.0,1.77,118024.0,1.0,0.0,118023.0,118250.0,1.0,7.0,1.0,7.0,117880.0,5.28448806803,70075.0,117895.0,19721.0,1.0,117879.0,1.0,1.0,1.0,1734.0,1.0
4156.0,1.0,16766.0,1.0,1.77,118225.0,2.0,0.0,117961.0,120324.0,1.0,2.0,1.0,1.0,122850.0,1.0,16855.0,119092.0,119095.0,1.0,122849.0,1.0,1.0,1.0,1.0,1.0
4157.0,1.0,32269.0,1.0,1.77,118052.0,1.0,0.0,117961.0,279443.0,1.0,0.0,1.0,10.0,118687.0,1.0,5330.0,118867.0,308574.0,1.0,118685.0,1.0,1.0,1.0,1.0,1.0
4158.0,1.0,35539.0,1.0,1.77,117940.0,1.0,1.0,117929.0,117913.0,1.0,1.0,1.0,1.0,117888.0,0.920796960424,61026.0,117941.0,117887.0,1.0,117885.0,1.0,1.0,1.0,1.0,1.0
4159.0,1.0,80862.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,6.0,117908.0,-0.9845072637260001,1903.0,118514.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4160.0,1.0,37556.0,1.0,1.77,118413.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,3.0,118786.0,1.0,50976.0,119968.0,290919.0,1.0,118784.0,1.0,1.0,2.0,1.0,1.0
4161.0,1.0,79314.0,1.0,1.77,118300.0,1.0,0.0,117961.0,311441.0,1.0,0.0,1.0,1.0,120649.0,-3.32844754478,17733.0,119984.0,118398.0,1.0,120647.0,1.0,1.0,1.0,3.0,1.0
4162.0,1.0,966.0,1.0,1.77,120865.0,2.0,0.0,120864.0,281792.0,1.0,1.0,1.0,1.0,122131.0,-1.7505526679400003,2683.0,118171.0,121916.0,1.0,122129.0,1.0,1.0,1.0,5.0,1.0
4163.0,1.0,970.0,1.0,1.77,117903.0,1.0,0.0,117902.0,118959.0,1.0,0.0,1.0,5.0,118961.0,1.9697150826700003,1411.0,118437.0,118960.0,1.0,118958.0,1.0,1.0,1.0,2.0,1.0
4164.0,1.0,37731.0,1.0,1.77,117979.0,1.0,0.0,117978.0,117886.0,1.0,0.0,2.0,1.0,117880.0,1.0,27871.0,117884.0,19721.0,1.0,117879.0,1.0,1.0,1.0,1.0,1.0
4165.0,1.0,20363.0,1.0,1.77,118300.0,1.0,0.0,117961.0,133686.0,1.0,1.0,1.0,1.0,119435.0,1.0,4145.0,120026.0,118424.0,2.0,119433.0,1.0,1.0,1.0,1.0,1.0
4166.0,0.0,6959.0,1.0,1.77,118300.0,1.0,0.0,117961.0,126297.0,1.0,1.0,1.0,2.0,118687.0,0.0,36144.0,124816.0,308574.0,1.0,118685.0,1.0,1.0,1.0,3.0,1.0
4167.0,1.0,34541.0,1.0,3.54,118327.0,1.0,0.0,117961.0,124862.0,1.0,0.0,3.0,1.0,120099.0,0.73381016611,7807.0,118518.0,270488.0,1.0,120097.0,1.0,1.0,1.0,1.0,1.0
4168.0,1.0,45903.0,3.0,1.77,118343.0,1.0,0.0,117961.0,130134.0,1.0,0.0,1.0,1.0,118454.0,-0.8309828083140001,770.0,119181.0,118453.0,1.0,118451.0,1.0,1.0,1.0,3.0,1.0
4169.0,1.0,75302.0,1.0,3.54,118225.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,1.0,118322.0,1.0,4199.0,118403.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4170.0,1.0,78270.0,1.0,1.77,118193.0,1.0,0.0,118192.0,118195.0,1.0,3.0,1.0,1.0,118196.0,-0.24047695410199998,21698.0,117895.0,117887.0,1.0,118194.0,1.0,1.0,1.0,1.0,1.0
4171.0,1.0,79328.0,1.0,1.77,118300.0,1.0,0.0,117961.0,311441.0,1.0,1.0,1.0,2.0,118892.0,1.0,1530.0,119984.0,118398.0,1.0,118890.0,1.0,1.0,1.0,1.0,1.0
4172.0,1.0,34582.0,1.0,1.77,118343.0,1.0,1.0,117961.0,121347.0,1.0,0.0,1.0,1.0,118786.0,-1.1432090228,6227.0,120722.0,290919.0,1.0,118784.0,1.0,1.0,1.0,2.0,1.0
4173.0,1.0,38469.0,1.0,1.77,117984.0,1.0,0.0,117983.0,292195.0,1.0,1.0,1.0,6.0,118570.0,-0.6417255280340001,53251.0,117878.0,19721.0,1.0,118568.0,1.0,1.0,1.0,1.0,1.0
4174.0,1.0,39261.0,1.0,1.77,118446.0,1.0,0.0,117961.0,125206.0,1.0,0.0,1.0,2.0,118261.0,-0.329145084276,7014.0,119961.0,290919.0,1.0,118259.0,1.0,1.0,1.0,1.0,1.0
4175.0,1.0,1024.0,1.0,1.77,118327.0,1.0,0.0,117961.0,230830.0,1.0,3.0,1.0,2.0,120173.0,1.0,58916.0,118391.0,290919.0,1.0,120172.0,1.0,1.0,1.0,1.0,1.0
4176.0,1.0,3852.0,1.0,1.77,118343.0,1.0,0.0,117961.0,120316.0,1.0,1.0,1.0,1.0,118687.0,1.0,3966.0,122012.0,308574.0,2.0,118685.0,1.0,1.0,1.0,11.0,1.0
4177.0,1.0,28314.0,1.0,1.77,119070.0,1.0,0.0,118752.0,118043.0,1.0,2.0,1.0,2.0,118046.0,-2.00243542658,3486.0,118042.0,270488.0,1.0,118043.0,1.0,1.0,1.0,1.0,1.0
4178.0,1.0,20363.0,1.0,8.85,119091.0,1.0,0.0,119062.0,155292.0,1.0,1.0,1.0,1.0,119365.0,1.0,53040.0,119362.0,118667.0,1.0,119363.0,1.0,1.0,1.0,122.0,1.0
4179.0,1.0,40918.0,1.0,5.31,119171.0,1.0,0.0,119170.0,119173.0,1.0,1.0,1.0,1.0,118468.0,-2.6006366729900003,75115.0,118464.0,118467.0,1.0,118465.0,1.0,1.0,1.0,31.0,1.0
4180.0,1.0,78107.0,1.0,1.77,118150.0,1.0,0.0,117916.0,117886.0,1.0,0.0,1.0,1.0,117880.0,1.0,60374.0,117884.0,19721.0,1.0,117879.0,1.0,1.0,1.0,1.0,1.0
4181.0,1.0,81025.0,1.0,1.77,118413.0,1.0,0.0,117961.0,302830.0,1.0,1.0,1.0,1.0,128231.0,-0.23849125188,3692.0,126229.0,4673.0,1.0,128230.0,1.0,1.0,1.0,1.0,2.0
4182.0,1.0,37638.0,1.0,1.77,118201.0,2.0,0.0,118200.0,117886.0,1.0,1.0,1.0,1.0,117880.0,1.0,50321.0,117941.0,19721.0,1.0,117879.0,1.0,1.0,1.0,5.0,1.0
4183.0,1.0,27347.0,1.0,1.77,118300.0,2.0,0.0,117961.0,300136.0,1.0,0.0,1.0,1.0,118425.0,1.0,4218.0,118301.0,118424.0,1.0,118422.0,1.0,1.0,1.0,4.0,1.0
4184.0,1.0,971.0,1.0,28.32,118300.0,1.0,1.0,117961.0,127160.0,1.0,1.0,1.0,4.0,118836.0,0.6008483663440001,2395.0,123055.0,118424.0,2.0,118834.0,1.0,1.0,1.0,1.0,1.0
4185.0,1.0,78295.0,1.0,7.08,118327.0,1.0,0.0,117961.0,126383.0,1.0,0.0,1.0,2.0,122131.0,-1.6820632746700002,858.0,118529.0,121916.0,1.0,122129.0,1.0,1.0,1.0,1.0,1.0
4186.0,1.0,40068.0,1.0,3.54,120343.0,1.0,1.0,120342.0,298285.0,1.0,0.0,1.0,1.0,120350.0,1.0,22858.0,118706.0,118295.0,1.0,120348.0,1.0,1.0,1.0,2.0,1.0
4187.0,1.0,16332.0,1.0,1.77,118300.0,1.0,0.0,117961.0,290919.0,1.0,0.0,1.0,1.0,118322.0,-0.623861898633,16735.0,118783.0,290919.0,1.0,118321.0,2.0,1.0,1.0,14.0,1.0
4188.0,1.0,45827.0,2.0,1.77,118080.0,1.0,0.0,118079.0,120319.0,1.0,1.0,1.0,1.0,117880.0,1.0,118151.0,117878.0,19721.0,1.0,117879.0,1.0,1.0,1.0,1.0,1.0
4189.0,1.0,14569.0,1.0,3.54,118220.0,1.0,0.0,118219.0,117899.0,1.0,1.0,1.0,3.0,117900.0,1.1257552474899999,13278.0,118221.0,19721.0,1.0,117899.0,1.0,1.0,1.0,12.0,1.0
4190.0,1.0,79310.0,1.0,1.77,118300.0,1.0,0.0,117961.0,311441.0,1.0,2.0,1.0,2.0,120649.0,0.0157603654743,23225.0,119984.0,118398.0,2.0,120647.0,1.0,1.0,1.0,1.0,1.0
4191.0,1.0,80213.0,1.0,21.24,118343.0,1.0,0.0,117961.0,120316.0,1.0,4.0,1.0,2.0,118687.0,1.0,1903.0,118514.0,308574.0,1.0,118685.0,1.0,1.0,1.0,1.0,1.0
4192.0,1.0,42731.0,1.0,5.31,118580.0,1.0,0.0,118212.0,125539.0,1.0,0.0,1.0,1.0,133113.0,-2.45819185965,4622.0,117878.0,118870.0,1.0,133111.0,1.0,1.0,1.0,1.0,1.0
4193.0,0.0,926.0,1.0,3.54,118225.0,1.0,0.0,117961.0,128018.0,1.0,0.0,1.0,1.0,124888.0,-2.38632629124,15389.0,122870.0,118643.0,1.0,124886.0,1.0,1.0,1.0,1.0,1.0
4194.0,1.0,45651.0,1.0,1.77,117903.0,2.0,1.0,117902.0,118036.0,1.0,0.0,1.0,13.0,117908.0,1.0,7393.0,120428.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4195.0,1.0,25992.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,3.0,118786.0,1.0,6227.0,118437.0,290919.0,1.0,118784.0,1.0,1.0,1.0,179.0,1.0
4196.0,1.0,25992.0,1.0,10.62,118102.0,1.0,1.0,117890.0,117879.0,1.0,0.0,1.0,1.0,117880.0,-1.96199841881,20439.0,117878.0,19721.0,1.0,117879.0,1.0,1.0,1.0,28.0,1.0
4197.0,1.0,18417.0,1.0,1.77,118300.0,1.0,0.0,117961.0,118054.0,2.0,1.0,1.0,1.0,118055.0,-1.2723032633600002,3736.0,120059.0,117887.0,1.0,118054.0,1.0,1.0,1.0,22.0,1.0
4198.0,1.0,18417.0,1.0,1.77,118446.0,1.0,0.0,117961.0,219966.0,1.0,0.0,1.0,1.0,119851.0,1.0,61062.0,120368.0,118638.0,1.0,119849.0,1.0,1.0,1.0,8.0,1.0
4199.0,1.0,28148.0,1.0,7.08,118316.0,1.0,0.0,118315.0,121821.0,1.0,0.0,1.0,1.0,118468.0,-1.1790980749,101330.0,121820.0,118467.0,1.0,118465.0,1.0,1.0,1.0,1.0,1.0
4200.0,1.0,51798.0,1.0,1.77,117962.0,1.0,0.0,117961.0,279443.0,1.0,2.0,1.0,2.0,118779.0,-1.7184551904499998,25237.0,118910.0,308574.0,1.0,118777.0,1.0,1.0,1.0,33.0,1.0
4201.0,1.0,25230.0,1.0,3.54,117891.0,1.0,0.0,117890.0,117879.0,1.0,9.0,1.0,1.0,117880.0,1.0,20412.0,117878.0,19721.0,3.0,117879.0,1.0,1.0,1.0,2.0,1.0
4202.0,1.0,80192.0,1.0,1.77,117962.0,1.0,0.0,117961.0,127525.0,1.0,0.0,1.0,11.0,118961.0,-2.1158180170099996,2014.0,117904.0,118960.0,1.0,118958.0,1.0,1.0,1.0,81.0,1.0
4203.0,1.0,4674.0,1.0,1.77,118386.0,1.0,0.0,117961.0,287351.0,1.0,0.0,1.0,1.0,118279.0,1.0,17326.0,118746.0,290919.0,1.0,118278.0,1.0,1.0,1.0,19.0,1.0
4204.0,1.0,15664.0,1.0,1.77,118413.0,1.0,0.0,117961.0,117906.0,1.0,7.0,1.0,1.0,118322.0,-0.113361833871,51761.0,120370.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4205.0,1.0,34886.0,1.0,1.77,118300.0,1.0,0.0,117961.0,278014.0,1.0,2.0,2.0,2.0,118532.0,1.0,4727.0,125872.0,118131.0,1.0,118530.0,1.0,1.0,1.0,3.0,1.0
4206.0,1.0,75077.0,2.0,3.54,118026.0,1.0,0.0,91261.0,117906.0,1.0,0.0,1.0,1.0,118322.0,0.953837802968,71401.0,118202.0,290919.0,1.0,118321.0,1.0,1.0,1.0,3.0,1.0
4207.0,1.0,33992.0,1.0,1.77,118225.0,1.0,0.0,117961.0,127692.0,1.0,2.0,1.0,1.0,119929.0,1.0,30527.0,120551.0,118331.0,1.0,119928.0,1.0,1.0,1.0,1.0,1.0
4208.0,1.0,7677.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,0.921454890091,2983.0,118700.0,290919.0,1.0,118321.0,1.0,2.0,1.0,2.0,1.0
4209.0,1.0,23095.0,1.0,1.77,118225.0,1.0,0.0,117961.0,117906.0,1.0,5.0,1.0,2.0,118322.0,1.0,4199.0,118403.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4210.0,1.0,21456.0,1.0,10.62,118413.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,2.0,118322.0,-1.5838411449,17394.0,122007.0,290919.0,1.0,118321.0,1.0,1.0,1.0,10.0,1.0
4211.0,1.0,28293.0,1.0,1.77,118052.0,1.0,0.0,117961.0,125128.0,1.0,0.0,1.0,14.0,118892.0,1.0,15513.0,123144.0,118398.0,1.0,118890.0,1.0,1.0,1.0,61.0,1.0
4212.0,1.0,80904.0,1.0,5.31,118343.0,1.0,0.0,117961.0,269406.0,1.0,0.0,1.0,1.0,123068.0,-1.6232439635299998,4712.0,118395.0,118398.0,1.0,123067.0,1.0,1.0,1.0,2.0,1.0
4213.0,1.0,42443.0,1.0,3.54,118386.0,1.0,0.0,117961.0,183899.0,1.0,0.0,1.0,1.0,125800.0,1.0,13545.0,125016.0,125407.0,1.0,125798.0,1.0,1.0,1.0,7.0,1.0
4214.0,1.0,79120.0,1.0,5.31,118300.0,1.0,0.0,117961.0,303717.0,1.0,0.0,1.0,9.0,120346.0,0.67694167775,2220.0,125872.0,118424.0,1.0,120344.0,1.0,1.0,1.0,1.0,1.0
4215.0,1.0,16984.0,1.0,1.77,118300.0,1.0,0.0,117961.0,117906.0,2.0,3.0,1.0,1.0,118322.0,-3.0412784888499997,1398.0,118437.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4216.0,1.0,73862.0,1.0,1.77,118463.0,1.0,0.0,118315.0,117906.0,1.0,0.0,1.0,1.0,118322.0,2.08419342912,92371.0,119214.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4217.0,1.0,37788.0,1.0,1.77,118343.0,1.0,0.0,117961.0,197093.0,1.0,2.0,1.0,1.0,118322.0,-0.486290937126,6481.0,123454.0,290919.0,1.0,118321.0,1.0,2.0,1.0,25.0,1.0
4218.0,1.0,37102.0,1.0,1.77,118300.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,117908.0,1.77028279905,49823.0,127168.0,290919.0,1.0,117905.0,1.0,1.0,1.0,5.0,1.0
4219.0,1.0,6976.0,1.0,1.77,117903.0,1.0,1.0,117902.0,118036.0,1.0,3.0,1.0,1.0,117908.0,-2.2106170104799996,7364.0,119181.0,290919.0,1.0,117905.0,1.0,1.0,1.0,2.0,1.0
4220.0,1.0,25731.0,1.0,1.77,118300.0,2.0,0.0,117961.0,117906.0,1.0,0.0,1.0,2.0,117908.0,2.16935064325,6982.0,118360.0,290919.0,1.0,117905.0,1.0,1.0,1.0,19.0,1.0
4221.0,1.0,33235.0,1.0,3.54,118327.0,1.0,0.0,117961.0,122008.0,2.0,0.0,1.0,1.0,118865.0,2.23879874851,4378.0,118507.0,118398.0,1.0,118863.0,1.0,1.0,1.0,66.0,1.0
4222.0,1.0,23130.0,1.0,5.31,117962.0,1.0,0.0,117961.0,117906.0,1.0,3.0,1.0,2.0,118322.0,1.0,19760.0,118352.0,290919.0,1.0,118321.0,1.0,2.0,1.0,2.0,1.0
4223.0,1.0,34922.0,1.0,1.77,118327.0,1.0,0.0,117961.0,120691.0,1.0,0.0,1.0,1.0,120692.0,1.0,13844.0,119995.0,290919.0,1.0,120690.0,1.0,1.0,1.0,8.0,3.0
4224.0,1.0,42679.0,1.0,1.77,117962.0,1.0,0.0,117961.0,130085.0,1.0,5.0,1.0,2.0,120173.0,1.0,44022.0,122215.0,290919.0,1.0,120172.0,1.0,2.0,1.0,16.0,1.0
4225.0,1.0,75833.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,1.0,117908.0,1.0,7236.0,118833.0,290919.0,1.0,117905.0,1.0,1.0,1.0,8.0,1.0
4226.0,1.0,4674.0,1.0,3.54,118327.0,1.0,0.0,117961.0,288581.0,1.0,1.0,1.0,5.0,118461.0,1.10970084864,8461.0,118929.0,249618.0,1.0,118459.0,1.0,1.0,1.0,2.0,1.0
4227.0,1.0,19751.0,1.0,7.08,118386.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,4.0,118322.0,0.34204839036799994,18686.0,128823.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4228.0,1.0,42092.0,1.0,1.77,118343.0,1.0,2.0,117961.0,300136.0,2.0,0.0,1.0,1.0,118425.0,1.0,4865.0,121710.0,118424.0,1.0,118422.0,1.0,1.0,1.0,3.0,1.0
4229.0,1.0,41593.0,1.0,1.77,118327.0,1.0,1.0,117961.0,301475.0,1.0,2.0,1.0,1.0,118539.0,1.59728581387,25262.0,118320.0,308574.0,1.0,118536.0,1.0,1.0,1.0,8.0,1.0
4230.0,1.0,108170.0,1.0,1.77,118225.0,1.0,0.0,117961.0,117906.0,1.0,4.0,1.0,1.0,118322.0,3.55829866671,7553.0,118403.0,290919.0,2.0,118321.0,1.0,1.0,1.0,18.0,1.0
4231.0,1.0,23960.0,1.0,1.77,118300.0,1.0,0.0,117961.0,219829.0,1.0,0.0,1.0,1.0,119929.0,-1.9588429512799999,52314.0,118301.0,118331.0,1.0,119928.0,1.0,1.0,1.0,1.0,1.0
4232.0,1.0,110325.0,1.0,1.77,118300.0,1.0,0.0,117961.0,240983.0,1.0,0.0,1.0,1.0,118786.0,1.90762315355,4341.0,118957.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
4233.0,1.0,39938.0,1.0,1.77,118225.0,1.0,0.0,117961.0,240983.0,2.0,7.0,1.0,2.0,118322.0,2.5044483999200002,7067.0,118403.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
4234.0,1.0,60039.0,1.0,1.77,118300.0,1.0,1.0,117961.0,311622.0,1.0,0.0,1.0,1.0,120008.0,1.0,4738.0,118458.0,118424.0,1.0,120006.0,1.0,1.0,1.0,1.0,1.0
4235.0,1.0,78175.0,1.0,1.77,118052.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,29.0,117908.0,1.0,14638.0,118821.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4236.0,1.0,15021.0,1.0,1.77,118386.0,1.0,0.0,117961.0,240983.0,1.0,0.0,1.0,2.0,117908.0,-1.93326489354,70062.0,118746.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
4237.0,1.0,77386.0,1.0,24.78,118386.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,4.59420033883,70062.0,118746.0,290919.0,1.0,118321.0,1.0,1.0,1.0,11.0,1.0
4238.0,1.0,17277.0,1.0,1.77,118041.0,1.0,0.0,117902.0,179826.0,1.0,0.0,1.0,14.0,130481.0,1.0,139593.0,119781.0,119784.0,1.0,130479.0,1.0,1.0,1.0,3.0,1.0
4239.0,1.0,80735.0,1.0,19.47,118343.0,1.0,0.0,117961.0,132799.0,1.0,2.0,1.0,1.0,118539.0,2.6609958502,3883.0,119987.0,308574.0,1.0,118536.0,1.0,1.0,1.0,1.0,1.0
4240.0,1.0,42611.0,1.0,1.77,118300.0,1.0,0.0,117961.0,180083.0,1.0,0.0,1.0,1.0,117908.0,1.20298408971,4620.0,119181.0,290919.0,1.0,117905.0,1.0,1.0,2.0,104.0,1.0
4241.0,1.0,17248.0,1.0,51.33,119597.0,1.0,0.0,119596.0,123957.0,1.0,1.0,1.0,1.0,118892.0,-1.01170596066,16803.0,120823.0,118398.0,1.0,118890.0,1.0,1.0,1.0,3.0,1.0
4242.0,1.0,80439.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,3.0,1.0,1.0,118322.0,1.0,1116.0,123454.0,290919.0,1.0,118321.0,1.0,1.0,1.0,2.0,1.0
4243.0,1.0,35199.0,1.0,7.08,118343.0,1.0,0.0,117961.0,123107.0,1.0,0.0,1.0,1.0,120774.0,1.0,7265.0,119598.0,118960.0,1.0,120773.0,1.0,1.0,1.0,2.0,1.0
